keyword,title,creator,abstract,year,publisher,subject,item_url
fall of rome,A people's history of modern Europe,,"From the monarchical terror of the Middle Ages to the mangled Europe of the twenty-first century, A People's History of Modern Europe tracks the history of the continent through the deeds of those whom mainstream history tries to forget. Europe provided the perfect conditions for a great number of political revolutions from below. The German peasant wars of Thomas Muntzer, the bourgeois revolutions of the eighteenth century, the rise of the industrial worker in England, the turbulent journey of the Russian Soviets, the role of the European working class throughout the Cold War, student protests in 1968 and through to the present day, when we continue to fight to forge an alternative to the barbaric economic system. With sections focusing on the role of women, this history sweeps away the tired platitudes of the privileged upon which our current understanding is based, and provides an opportunity to see our history differently.",2016,,"history | civilization | history, modern | europe",https://www.loc.gov/item/2020718921/
fall of rome,"A student's study-guide in ancient history; a combination of outlines, map work and questions to aid in visualizing, understanding and remembering the important facts of ancient history and in grasping a sense of the modern world's debt to the peoples of ancient times",,"Pages 105-107 blank for ""Notes or map-drawing.""",1919,,"outlines, syllabi, etc | history, ancient | study and teaching",https://www.loc.gov/item/19003507/
fall of rome,The early reception and appropriation of the apostle Peter (60-800 ce) : the anchors of the fisherman,,"""The apostle Peter gradually became one of the most famous figures of the ancient world. His almost undisputed reputation made the disciple an exquisite anchor by which new practices within and outside the Church could be established, including innovations in fields as diverse as architecture, art, cult, epigraphy, liturgy, poetry and politics. This interdisciplinary volume inquires the way in which the figure of Peter functioned as an anchor for various people from different periods and geographical areas. The concept of Anchoring Innovation is used to investigate the history of the reception of the apostle Peter from the first century up to Charlemagne, revealing as much about Peter as about the context in which this reception took place. Contributors are: Régis Burnet, John R. Curran, Roald Dijkstra, Jutta Dresken-Weiland, Kristina Friedrichs, Olivier Hekster, Annewies van den Hoek, Mark Humphries, Markus Löx, Thomas F. X. Noble, Els Rose, Carl P. E. Springer, Alan Thacker""-- Provided by publisher.",2020,,"history | the apostle, saint | primacy | middle ages, 600 | peter | christianity and culture | popes | in literature | early church, ca. 30-600 | cult | art",https://www.loc.gov/item/2020000531/
fall of rome,"A brief history of Islam in Europe : thirteen centuries of creed, conflict and coexistence",,Includes bibliographical references (pages 305-342) and index. Description based on print version record; resource not viewed.,2014,,history | europe | islam,https://www.loc.gov/item/2022667414/
fall of rome,"Classic quotations. A thought-book of the wise spirits of all ages and all countries, fit for all men and all hours.",,Pub. in 1851 under title: Horæ vacivæ.,1863,,quotations,https://www.loc.gov/item/12015325/
fall of rome,Sigurd : a poem,,Copy 2 formerly shelved in Reserve Storage.,1910,,siegfried (legendary character) | poetry,https://www.loc.gov/item/10018890/
fall of rome,Early Buddhist transmission and trade networks : mobility and exchange within and beyond the northwestern borderlands of South Asia,,Includes bibliographical references and index. Description based on print version record; resource not viewed.,2011,,buddhist geography | history | trade routes | buddhists | asia | travel,https://www.loc.gov/item/2020718497/
fall of rome,"Stephen Leacock, a reappraisal",,"""Originated in the Leacock Symposium, which was held under the auspices of the Department of English at the University of Ottawa on April 26-27, 1985""--P. 2. ""Stephen Leacock: the writer and his writings"": pages 133-160. Bibliography: pages 161-170. Description based on print version record; resource not viewed.",1986,,"bibliography | leacock, stephen | canada | congresses | in literature | criticism and interpretation",https://www.loc.gov/item/2020718328/
fall of rome,"Illustrated school history of the world, from the earliest ages to the present time:",,"1 History--Outlines, syllabi, etc.",1904,,,https://www.loc.gov/item/04002981/
fall of rome,"Notes on the history and political institutions of the Old world,",,Bibliography: p. 691-692.,1906,,europe | history,https://www.loc.gov/item/06022387/
fall of rome,Outlines of general history,,Includes index.,1899,,world history,https://www.loc.gov/item/99004053/
fall of rome,"Modern times and the living past,",,"""For further reading"" at end of each chapter.",1921,,world history,https://www.loc.gov/item/21001841/
fall of rome,Europe in the international order,,"""The subject of this work is the rise and fall of Europe's aim to rebuild its position in global politics after the Cold War. With success in the unification of Europe and the subsequent deepening and enlargement of its integration, the Union set itself the ambitious task of becoming a global power, even a superpower. However, starting with the first decade of the XXI century, we have witnessed a rapid erosion of the international position of Europe (the EU). The author carefully analyses the causes of the EU's failure in pursuing the role of European representative, Europe thereby pretending to the role of one of three world powers. Besides cultural and demographic trends, the author identifies the main factors leading to this failure: the divergent interests of individual European powers, their incapacity to act in a geopolitical context and the rapid erosion of Europe's civilizational identity""-- Provided by publisher.",2018,,foreign relations | european union,https://www.loc.gov/item/2022667461/
fall of rome,"Productivity of labor in the glass industry. [U.S. Bureau of Labor Statistics Bulletin No. 441. Productivity of Labor Series. July, 1927.]",,"Table of contents, p. III. SERIALSETDELIVERY2",1927,,labor productivity | legislative materials | glass | labor | glass trade | glass manufacture,https://www.loc.gov/item/2022695671/
fall of rome,"Historical class book. (Part first.) : containing sketches of history from the beginning of the world to the end of the Roman Empire in Italy, A.D. 476",,"The author's Historical causes and effects, published 1833, continued the work to the Reformation, 1517. A contemplated third part was never completed. cf. Mass. Hist. Soc. Proceedings. 1835-1855. Includes index.",1833,,"history, ancient",https://www.loc.gov/item/03002277/
fall of rome,"Revolt of the Tartars; or, Flight of the Kalmuck Khan and his people from the Russian territories to the frontiers of China",,Series title also at head of t.-p. Bibliography: p. 31.,1898,,,https://www.loc.gov/item/12031828/
fall of rome,"Revolt of the Tartars; or, Flight of the Kalmuck Khan and his people from the Russian territories to the frontiers of China",,Publisher's lettering on cover: De Quincey's Flight of a Tartar tribe.,1899,,tatars,https://www.loc.gov/item/32013098/
fall of rome,"Walt Mason, his book,",,"""This book is compiled from a careful selection of the best prose poems of Walt Mason.""",1916,,,https://www.loc.gov/item/16012423/
fall of rome,Cicero's law : rethinking Roman law of the late Republic,,Includes bibliographical references and index. Description based on print version record; resource not viewed.,2016,,"politics and government | roman law | criticism, interpretation, etc | republic, 265-30 b.c | history | rome (empire) | 265-30 b.c | rome | cicero, marcus tullius | interpretation and construction",https://www.loc.gov/item/2020717643/
fall of rome,"Sprachen, Völker und Phantome : sprach- und kulturwissenschaftliche Studien zur Ethnizität",,Includes bibliographical references and index. German and English. Description based on print version record and CIP data provided by publisher; resource not viewed.,2018,,sociolinguistics | ethnicity | group identity | social aspects,https://www.loc.gov/item/2018040188/
fall of rome,Galen's treatise Peri alypias (De indolentia) in context : a tale of resilience,,"""This collective volume arises from a Wellcome-funded conference held at the University of Warwick in 2014""--ECIP data view. Description based on print version record and CIP data provided by publisher; resource not viewed.",2018,,de indolentia | galen | congresses,https://www.loc.gov/item/2018050838/
fall of rome,The beginning of the middle ages,,"1st edition, London, 1877.",1887,,middle ages,https://www.loc.gov/item/16009116/
fall of rome,"Essays on the teaching of history,",,Edited by William A.J. Archbold.  LAC tnb 2021-12-23 update (1 card),1901,,history | study and teaching,https://www.loc.gov/item/02009177/
fall of rome,"James Wilson, nation-builder (1742-1798)",,"With this is bound the author's James Wilson, patriot, and the Wilson doctrine. [1906]",1907,,"wilson, james",https://www.loc.gov/item/26019595/
