keyword,title,abstract,creator,date,journal,doi,language
late antiquity,Book Review : Empire to Commonwealth. Consequences of Monotheism in Late Antiquity Garth Fowden,,,,Latomus,,
britannia,"Book Review : Epigrafia anfiteatrale dell'Occidente Romano. V. Alpes Maritimae, Gallia Narbonensis, Tres Galliae, Germaniae, Britannia, (Vetera, 14) Cinzia Vismara Maria Letizia Caldelli",,,,Latomus,,
late antiquity,"Book Review : Epigramma longum. Da Marziale alla tarda antichità. From Martial to Late Antiquity. Atti del convegno internazionale. Cassino, 29-31 maggio 2006. Tomo 1 e 2, (Collana scienifica, 21) Alfredo Mario Morelli",,,,Latomus,,
getica,"Book Review : Essai sur les chasses romaines, des origines à la fin du siècle des Antonins. Cynegetica Jacques Aymard",,,,Latomus,,
"early middle ages, late antiquity",Book Review : Etymology and Grammatical Discourse in Late Antiquity and the Early Middle Ages Mark Amsler,,,,Latomus,,
late antiquity,Book Review : Forbearance and Compulsion. The Rhetoric of Religious Tolerance and Intolerance in Late Antiquity Maijastina Kahlos,,,,Latomus,,
late roman empire,"Book Review : From Diocletian to the Arab Conquest : Change in the Late Roman Empire, (Collected Studies Series, CS 310) J. H. G. W. Liebeschuetz",,,,Latomus,,
charlemagne,Book Review : Gaulois et Francs: de Vercingétorix à Charlemagne Robert Latouche,,,,Latomus,,
"danes, getica, jordanes",Book Review : Getica. Untersuchungen zum Leben des Jordanes und zur frühen Geschichte der Goten Norbert Wagner,,,,Latomus,,
antes,Book Review : Graphies latines vulgaires et variantes orthographiques tirées des manuscrits. 2ème recueil et 3ème recueil René Hanciaux,,,,Latomus,,
antes,"Book Review : Grecs et Romains aux prises avec l'histoire. Représentations, récits et idéologie. Colloque de Nantes et Angers. Volume I. De la conception de l'histoire à l'écriture. Volume II. Présence de l'histoire et pratiques des historiens. (Histoire) Guy Lachenaud Dominique Longrée",,,,Latomus,,
late antiquity,"Book Review : Greek Biography and Panegyric in Late Antiquity. (The Transformation of Classical Heritage, 31) Tomas Hägg Philip Rousseau",,,,Latomus,,
late antiquity,Book Review : Greek Literature. 8. Greek Literature in the Roman Period and in the Late Antiquity Gregory Nagy,,,,Latomus,,
constantine the great,"Book Review : Helena Augusta. The Mother of Constantine the Great and the Legend of her Finding of the True Cross, (Brill's Studies in Intellectual History, 27) Jan Willem Drijvers",,,,Latomus,,
christianization,"Book Review : Hellenic Religion and Christianization c. 370-529. Volume 1, (Religions in the Graeco-Roman World, 115/1) Frank R. Trombley",,,,Latomus,,
clovis,Book Review : Histoire de la Lorraine. Les temps anciens. 2. De César à Clovis. (Encyclopédie illustrée de la Lorraine) Yves Burnand,,,,Latomus,,
britannia,Book Review : Historia Regum Britanniae Geoffrey of Monmouth Jacob Hammer,,,,Latomus,,
ammianus marcellinus,"Book Review : Historischer Kommentar zu Ammianus Marcellinus Buch XX-XXI, II, Die Verhandlungphase J. Szidat",,,,Latomus,,
late antiquity,Book Review : History and Historians in Late Antiquity Brian Croke Alanna M. Emmett,,,,Latomus,,
justinian,"Book Review : History of the Later Roman Empire from the Death of Theodosius I to the Death of Justinian, 2 vol. J. B. Bury",,,,Latomus,,
medieval rome,"Book Review : Image and Relic. Mediating the Sacred in Early Medieval Rome, 2002 (Analecta Romana Instituti Danici. Supplementum, 32) Erik Thunø",,,,Latomus,,
roman emperors,Book Review : In Praise of the Later Roman Emperors. The Panegyrici Latini C. E. V. Nixon Barbara Saylor Rodgers R. A. B. Mynors,,,,Latomus,,
late antiquity,Book Review : Information and Frontiers. Roman Foreign Relations in Late Antiquity A. D. Lee,,,,Latomus,,
goths,Book Review : Isidore de Séville. Genèse et originalité de la culture hispanique au temps des Wisigoths (Témoins de notre histoire) J. Fontaine,,,,Latomus,,
"goths, vandal","Book Review : Isidore of Seville's History of the Kings of the Goths, Vandals and Suevi Guido Donini Gordon B. Ford, Jr.",,,,Latomus,,
"danes, jordanes","Book Review : Jordanes und Scandia, Kritisch-exegetische Studien J. Svennung",,,,Latomus,,
late antiquity,"Book Review : Judaism in Late Antiquity. Part 1 et Part 2, (Handbuch der Orientalistik. Erste Abteilung, 16-17) Jacob Neusner",,,,Latomus,,
justinian,Book Review : Justinian and his Age Percy Neville Ure,,,,Latomus,,
justinian,Book Review : Justinian and the Later Roman Empire John W. Barker,,,,Latomus,,
justinian,Book Review : Justinian. Neue Wege der Forschung Mischa Meier,,,,Latomus,,
romulus augustulus,Book Review : Kaiser sterben nicht im Bett. Die etwas andere Geschichte der römischen Kaiserzeit. Von Caesar bis Romulus Augustulus (44 v. Chr.-476 n. Chr.) Fik Meuer,,,,Latomus,,
ammianus marcellinus,Book Review : Kampfschilderungen bei Ammianus Marcellinus Norbert Bitter,,,,Latomus,,
cuman,"Book Review : Karthago. Die Ergebnisse der Hamburger Grabung unter dem Decumanus Maximus. Teilband I. Grabungs- und Baubefund, Häuser und Straβen, die Funde I ; Beilagen. Teilband II. Die Funde II, Tafeln 1-58. (Hamburger Forschungen zur Archäologie, 2) H. G. Niemeyer R. F. Docter K. Schmidt",,,,Latomus,,
alemanni,"Book Review : Kirchenarchäologie heute. Fragestellungen - Methoden - Ergebnisse, Veröffentlichungen des Alemannischen Instituts Freiburg i. Br., 76 Niklot Krohn",,,,Latomus,,
vandal,Book Review : L'amministrazione della Sardegna da Augusto all'invasione vandalica P. Meloni,,,,Latomus,,
arthur,"Book Review : L'art dans saint Augustin, 2 vol. Sœur Joseph-Arthur",,,,Latomus,,
arianism,"Book Review : L'extirpation de l'Arianisme en Italie du Nord et en Occident. Rimini (359/60) et Aquilée (381). Hilaire de Poitiers (†367/8) et Ambroise de Milan (†397), (Variorum Collected Studies Series, CS611) Yves-Marie Duval",,,,Latomus,,
britannia,Book Review : L'urbanistica romana in Britannia Luigi Dodi,,,,Latomus,,
samo,"Book Review : La Rupe di Orvieto. Un modello di parco ambientale, (Centro Interuniversitario per l'Ambiente. Università degli Studi di Perugia) Alberto Samonà Mario Torelli",,,,Latomus,,
getica,Book Review : La dottrina esegetica di sant'Ambrogio Luigi Franco Pizzolato,,,,Latomus,,
arthur,Book Review : Language and Society. Essays presented to Arthur M. Jensen on his seventieth Birthday,,,,Latomus,,
justinian,"Book Review : Las Instituciones de Justiniano en Nueva España, (Cuadernos del Instituto de investigaciones filológicas, 25) Aurelia Vargas Valencia",,,,Latomus,,
late antiquity,Book Review : Law and Empire in Late Antiquity Jill Harries,,,,Latomus,,
vandal,Book Review : Les Vandales et l'Afrique Christian Courtois,,,,Latomus,,
charlemagne,Book Review : Les moines et la civilisation en Occident. Des invasions à Charlemagne Jean Décarreaux,,,,Latomus,,
charlemagne,Book Review : Les verbes déponents latins des origines à Charlemagne Pierre Flobert,,,,Latomus,,
britannia,"Book Review : Life and Labour in Late Roman Silchester. Excavations in Insula IX since 1997. (Britannia Monograph Series, 22) Michael Fulford Amanda Clarke Hella Eckardt",,,,Latomus,,
antes,Book Review : Los marfiles orientalizantes de Praeneste M. Eugnia Aubet,,,,Latomus,,
danes,Book Review : Lucretius and the Transpadanes Louise Adams Holland,,,,Latomus,,
getica,Book Review : Lucrezio e l'apologetica latina in Claudiano S. Gennaro,,,,Latomus,,
vandal,Book Review : Luxorius. A Latin Poet among the Vandals Morris Rosenblum,,,,Latomus,,
arthur,Book Review : Manpower Shortage and the Fall of the Roman Empire in the West Arthur E. R. Boak,,,,Latomus,,
charlemagne,"Book Review : Manuscripts and Libraries in the Age of Charlemagne. (Cambridge Studies in Palaeography and Codicology, 1) Bernhard Bischoff Michael Gorman",,,,Latomus,,
marcus aurelius,Book Review : Marcus Aurelius Anthony Birley,,,,Latomus,,
marcus aurelius,Book Review : Marcus Aurelius. Aspects of Civic and Cultural Policy in the East James H. Oliver,,,,Latomus,,
marcus aurelius,Book Review : Marcus Aurelius. His Life and his World A. S. L. Farquharson,,,,Latomus,,
danes,"Book Review : Metrica classica e lingüistica. Atti del colloquio. Urbino 3-6 ottobre 1988 (Ludus Philologiae, 3) Roberto M. Danese Franco Gori Cesare Questa",,,,Latomus,,
arthur,"Book Review : Moral Vision in The Histories of Polybius, (Hellenistic Culture and Society, 16) Arthur M. Eckstein",,,,Latomus,,
ammianus marcellinus,"Book Review : Moralische Werte in den Res gestae des Ammianus Marcellinus (Hypomnemata, 122) Axel Brandt",,,,Latomus,,
early middle ages,"Book Review : Mosaics, from Antiquity to the Early Middle Ages H. P. L'Orange P. J. Nordhagen Ann E. Keep",,,,Latomus,,
late antiquity,"Book Review : On Roman Time. The Codex-Calendar of 354 and the Rhythms of Urban Life in Late Antiquity (The Transformation of the Classical Heritage, XVII) Michele Renée Salzman",,,,Latomus,,
justinian,"Book Review : On the Greek of the Novels of Justinian. A Supplement to Liddell-Scott-Jones together with Observations on the Influence of Latin on Legal Greek, (Altertumswissenschaftliche Texte und Studien, 21) Ivars Avotins",,,,Latomus,,
late antiquity,Book Review : Pagans and Christians in Late Antiquity. A Sourcebook A. D. Lee,,,,Latomus,,
marcus aurelius,Book Review : Panels Reliefs of Marcus Aurelius Inez Scott Ryberg,,,,Latomus,,
late antiquity,"Book Review : Patron and Pavements in Late Antiquity. (Halicarnassian Studies, II) Signe Isager Birte Poulsen",,,,Latomus,,
ammianus marcellinus,Book Review : Philological and Historical Commentary on Ammianus Marcellinus XVIII P. de Jonge,,,,Latomus,,
ammianus marcellinus,Book Review : Philological and Historical Commentary on Ammianus Marcellinus XX J. den Boeft D. den Hengst H. C. Teitler,,,,Latomus,,
ammianus marcellinus,Book Review : Philological and Historical Commentary on Ammianus Marcellinus XXI J. den Boeft D. den Hengst H. C. Teitler,,,,Latomus,,
ammianus marcellinus,Book Review : Philological and Historical Commentary on Ammianus Marcellinus XXII J. J. den Boeft J. W. Drijvers D. den Hengst H. C. Teitler,,,,Latomus,,
ammianus marcellinus,"Book Review : Philological and historical commentary on Ammianus Marcellinus XV, 1-5 P. De Jonge",,,,Latomus,,
antes,Book Review : Pierre Abélard. Colloque international de Nantes. (Histoire) Jean Jolivet Henri Habrias,,,,Latomus,,
antes,"Book Review : Plantes exploitées, plantes cultivées. Cultures, techniques et discours. Études offertes à G. Comet, (Cahier d'Histoire des Techniques, 6) Aline Durand",,,,Latomus,,
getica,"Book Review : Problemi di diritto romano esegeticamente valutati, t. I U. Brasiello",,,,Latomus,,
alans,Book Review : Prolongements et renouvellements de la tradition classique. En hommage à Didier Pralon. Textes et documents de la Méditerranée antique et médiévale Anna Balansard Gilles Dorival Mireille Loubet,,,,Latomus,,
getica,Book Review : Prudentiana. II. Exegetica Christian Gnilka,,,,Latomus,,
arthur,"Book Review : Quintus Veranius Consul A. D. 49. A Study based upon his recently identified Sepulchral Inscription dans University of California Publications in Classical Archaeology, vol. 2, nº 5 Arthur E. Gordon",,,,Latomus,,
late antiquity,Book Review : Reading the Past in Late Antiquity Graeme Clarke Brian Croke Alanna Emmett Nobbs Raoul Mortley,,,,Latomus,,
late antiquity,Book Review : Readings in Late Antiquity. A Sourcebook. Routledge Sourcebooks for the Ancient World Michael Maas,,,,Latomus,,
antes,Book Review : Revelaciones extravagantes Sancta Birgitta L. Hollman,,,,Latomus,,
late antiquity,Book Review : Roman Berytus. Beirut in Late Antiquity Linda Jones Hall,,,,Latomus,,
britannia,"Book Review : Roman Carmathen. Excavations 1978-1993. (Britannia Monograph Series, 20) Heather James Edward Besly",,,,Latomus,,
roman gaul,Book Review : Roman Gaul Olwen Brogan,,,,Latomus,,
fall of rome,Book Review : Roman Military Equipment from the Punic Wars to the Fall of Rome M. C. Bishop J. C. N. Coulston,,,,Latomus,,
romano-british,Book Review : Roman Silchester. The Archaeology of a Romano-British Town George C. Boon,,,,Latomus,,
arthur,Book Review : Roman Social History. A Sourcebook Tim G. Parkin Arthur J. Pomeroy,,,,Latomus,,
romano-british,Book Review : Romano-British Coarse Pottery : A Student's Guide Graham Webster,,,,Latomus,,
arthur,"Book Review : Romans in Northern Campania : Settlement and Land-use around the Massico and the Garigliano Basin, (Archaeological Monographs of the British School at Rome, 1) Paul Arthur",,,,Latomus,,
arthur,Book Review : Rome and the Unification of Italy Arthur Keaveney,,,,Latomus,,
arthur,Book Review : Rome and the Unification of Italy. (Ignibus Paperback) Arthur Keaveney,,,,Latomus,,
getica,"Book Review : Secular and Christian Leadership in Corinth. A Socio-Historical and Exegetical Study of 1 Corinthians 1-6, (Arbeiten zur Geschichte des Antiken Judentums und des Urchristentums, XVIII) Andrew D. Clarke",,,,Latomus,,
late antiquity,"Book Review : Selected Papers on Late Antiquity, (Munera. Studi Storici sulla Tarda Antichità, 16) Glen W. Bowersock",,,,Latomus,,
late antiquity,Book Review : Shifting Frontiers in Late Antiquity Ralph W. Mathisen Hagith S. Sivan,,,,Latomus,,
arthur,"Book Review : Sir William Herbert. Ad Campianum Iesuitam eiusque Rationes Decem Responsio. (Noctes Neolatinae, 11) Arthur Keaveney John A. Madden",,,,Latomus,,
arthur,Book Review : Sir William Herbert. Croftus sive de Hibernia liber Arthur Keaveney John A. Madden,,,,Latomus,,
romano-british,Book Review : Skeleton Green. A Late Iron Age and Romano-British Site Clive Partridge,,,,Latomus,,
samo,Book Review : Skopas in Samothrace Phyllis W. Lehmann,,,,Latomus,,
getica,Book Review : Statius' Thebaid. — Critical and Exegetical Remarks Lennart Håkanson,,,,Latomus,,
britannia,"Book Review : Strageath. Excavations within the Roman Fort (1973-1986), (Britannia Monographs Series, 9) S. S. Frere J. J. Wilkes",,,,Latomus,,
arthur,"Book Review : Sulla, the Last Republican Arthur Keaveney",,,,Latomus,,
getica,"Book Review : Tacitus' Germania and Beatus Rhenanus (1485-1547). A Study of the Editorial and Exegetical Contribution of a Sixteenth Century Scholar, (Studien zur Klassischen Philologie, 91) James S Hirstein",,,,Latomus,,
justinian,Book Review : Tanta/Dedôken. Two Introductory Constitutions to Justinian's Digest Tammo Wallinga,,,,Latomus,,
"byzantium, attila",Book Review : The Age of Attila. Fifth-Century Byzantium and the Barbarians C. D. Gordon,,,,Latomus,,
constantine the great,Book Review : The Age of Constantine the Great J. Burckhardt Moses Hadas,,,,Latomus,,
justinian,Book Review : The Age of Justinian. The Circumstances of Imperial Power James A. S. Evans,,,,Latomus,,
clovis,Book Review : The Alamanni and Rome 213-496 (Caracalla to Clovis) John F. Drinkwater,,,,Latomus,,
arthur,"Book Review : The Appropriate Comment. Death Notices in the Ancient Historians, (Studien zur Klassischen Philologie, 58) Arthur J. Pomeroy",,,,Latomus,,
arthur,Book Review : The Army in the Roman Revolution Arthur Keaveney,,,,Latomus,,
late antiquity,"Book Review : The Cambridge Ancient History. Volume XIV. Late Antiquity : Empire and Successors, A.D. 425-600 Averil Cameron Bryan Ward-Perkins Michael Whitby",,,,Latomus,,
constantine the great,Book Review : The Christianity of Constantine the Great Thomas George Elliott,,,,Latomus,,
late antiquity,"Book Review : The City in Late Antiquity. (Leicester-Nottingham Studies in Ancient Society, 3) John Rich",,,,Latomus,,
getica,Book Review : The Eclogues and Cynegetica of Nemesianus Heather J. Williams,,,,Latomus,,
justinian,Book Review : The Elements of Roman Law with a Translation of the Institutes of Justinian R. W. Lee,,,,Latomus,,
arthur,Book Review : The Excellent and Pleasant Worke Collectanea rerum memorabilium of Caius Julius Solinus Arthur Golding George Kish,,,,Latomus,,
